LV1,SPVolt,Output,Date
100.28,100.00,602,2022-08-09 16:22:18.354198
100.31,100.00,602,2022-08-09 16:22:19.371256
100.25,100.00,602,2022-08-09 16:22:20.349312
100.16,100.00,602,2022-08-09 16:22:21.335368
100.07,100.00,602,2022-08-09 16:22:22.343426
99.94,100.00,602,2022-08-09 16:22:23.342483
99.84,100.00,602,2022-08-09 16:22:24.338540
99.71,100.00,599,2022-08-09 16:22:25.334597
99.63,100.00,599,2022-08-09 16:22:26.339654
99.60,100.00,599,2022-08-09 16:22:27.364713
99.60,100.00,599,2022-08-09 16:22:28.340769
99.67,100.00,599,2022-08-09 16:22:29.324825
99.88,100.00,602,2022-08-09 16:22:30.338883
99.88,100.00,599,2022-08-09 16:22:31.352941
100.08,100.00,602,2022-08-09 16:22:32.331997
100.21,100.00,602,2022-08-09 16:22:33.322054
100.29,100.00,602,2022-08-09 16:22:34.321111
100.34,100.00,602,2022-08-09 16:22:35.378171
100.41,100.00,602,2022-08-09 16:22:36.325225
100.41,100.00,602,2022-08-09 16:22:37.376286
100.41,100.00,602,2022-08-09 16:22:38.319340
100.41,100.00,602,2022-08-09 16:22:39.356399
100.42,100.00,602,2022-08-09 16:22:40.327454
100.46,100.00,602,2022-08-09 16:22:41.340512
100.48,100.00,602,2022-08-09 16:22:42.326569
100.42,100.00,602,2022-08-09 16:22:43.357628
100.42,100.00,602,2022-08-09 16:22:44.347684
100.29,100.00,602,2022-08-09 16:22:45.331741
100.19,100.00,602,2022-08-09 16:22:46.347799
100.19,100.00,602,2022-08-09 16:22:47.361857
99.94,100.00,602,2022-08-09 16:22:48.355914
99.81,100.00,602,2022-08-09 16:22:49.331969
99.81,100.00,602,2022-08-09 16:22:50.329026
99.76,100.00,602,2022-08-09 16:22:51.332084
99.75,100.00,602,2022-08-09 16:22:52.332141
99.75,100.00,602,2022-08-09 16:22:53.331198
99.56,100.00,599,2022-08-09 16:22:54.321255
99.54,100.00,599,2022-08-09 16:22:55.333313
99.53,100.00,599,2022-08-09 16:22:56.343370
99.53,100.00,599,2022-08-09 16:22:57.339427
99.26,100.00,599,2022-08-09 16:22:58.324484
99.26,100.00,599,2022-08-09 16:22:59.335542
99.28,100.00,599,2022-08-09 16:23:00.324598
99.32,100.00,599,2022-08-09 16:23:01.326655
99.25,100.00,599,2022-08-09 16:23:02.345714
99.25,100.00,599,2022-08-09 16:23:03.354771
99.18,100.00,599,2022-08-09 16:23:04.329827
99.22,100.00,599,2022-08-09 16:23:05.329884
99.18,100.00,599,2022-08-09 16:23:06.348943
99.17,100.00,599,2022-08-09 16:23:07.333999
99.11,100.00,599,2022-08-09 16:23:08.334056
99.06,100.00,599,2022-08-09 16:23:09.334113
98.97,100.00,599,2022-08-09 16:23:10.332171
