LV1,SPVolt,Output,Date
99.46,100.00,602,16:30:23
99.46,100.00,602,16:30:24
99.24,100.00,602,16:30:25
99.36,100.00,602,16:30:26
99.36,100.00,602,16:30:27
99.70,100.00,602,16:30:28
99.86,100.00,602,16:30:29
100.06,100.00,602,16:30:30
100.06,100.00,602,16:30:31
100.06,100.00,602,16:30:32
100.60,100.00,602,16:30:33
100.75,100.00,605,16:30:34
100.99,100.00,605,16:30:35
101.27,100.00,605,16:30:36
101.27,100.00,605,16:30:37
101.34,100.00,605,16:30:38
101.34,100.00,605,16:30:39
101.33,100.00,605,16:30:40
101.33,100.00,605,16:30:41
101.17,100.00,605,16:30:42
101.06,100.00,605,16:30:43
100.76,100.00,605,16:30:44
100.76,100.00,605,16:30:45
100.61,100.00,605,16:30:46
100.48,100.00,605,16:30:47
100.35,100.00,605,16:30:48
100.19,100.00,605,16:30:49
100.19,100.00,605,16:30:50
100.19,100.00,605,16:30:51
100.19,100.00,605,16:30:52
100.19,100.00,605,16:30:53
100.19,100.00,605,16:30:54
100.19,100.00,605,16:30:55
100.19,100.00,605,16:30:56
100.19,100.00,605,16:30:57
100.19,100.00,605,16:30:58
100.19,100.00,605,16:30:59
100.19,100.00,605,16:31:00
100.19,100.00,605,16:31:01
100.19,100.00,605,16:31:02
100.19,100.00,605,16:31:03
100.19,100.00,605,16:31:04
100.19,100.00,605,16:31:05
100.19,100.00,605,16:31:06
100.19,100.00,605,16:31:07
100.19,100.00,605,16:31:08
100.19,100.00,605,16:31:09
100.19,100.00,605,16:31:10
99.02,100.00,605,16:31:11
99.07,100.00,602,16:31:12
99.07,100.00,602,16:31:13
99.00,100.00,602,16:31:14
98.95,100.00,602,16:31:15
99.00,100.00,602,16:31:16
99.15,100.00,602,16:31:17
99.24,100.00,602,16:31:18
99.45,100.00,602,16:31:19
99.45,100.00,602,16:31:20
99.62,100.00,602,16:31:21
99.62,100.00,602,16:31:22
99.95,100.00,602,16:31:23
99.98,100.00,605,16:31:24
99.96,100.00,605,16:31:25
99.96,100.00,605,16:31:26
99.90,100.00,605,16:31:27
99.90,100.00,605,16:31:28
99.49,100.00,605,16:31:29
99.49,100.00,602,16:31:30
99.40,100.00,602,16:31:31
99.40,100.00,602,16:31:32
99.40,100.00,602,16:31:33
99.25,100.00,602,16:31:34
99.25,100.00,602,16:31:35
99.29,100.00,602,16:31:36
99.41,100.00,602,16:31:37
99.50,100.00,602,16:31:38
99.62,100.00,602,16:31:39
99.72,100.00,602,16:31:40
99.94,100.00,602,16:31:41
99.94,100.00,602,16:31:42
100.04,100.00,602,16:31:43
100.04,100.00,602,16:31:44
100.24,100.00,602,16:31:45
100.24,100.00,605,16:31:46
100.16,100.00,605,16:31:47
100.16,100.00,602,16:31:48
99.99,100.00,602,16:31:49
99.99,100.00,602,16:31:50
99.70,100.00,602,16:31:51
99.55,100.00,602,16:31:52
99.57,100.00,602,16:31:53
99.50,100.00,602,16:31:54
99.52,100.00,602,16:31:55
99.56,100.00,602,16:31:56
99.58,100.00,602,16:31:57
99.58,100.00,602,16:31:58
99.61,100.00,602,16:31:59
99.59,100.00,602,16:32:00
99.60,100.00,602,16:32:01
99.60,100.00,602,16:32:02
99.67,100.00,602,16:32:03
99.67,100.00,602,16:32:04
99.66,100.00,602,16:32:05
99.66,100.00,602,16:32:06
99.41,100.00,602,16:32:07
99.41,100.00,602,16:32:08
99.06,100.00,602,16:32:09
99.06,100.00,602,16:32:10
98.84,100.00,602,16:32:11
98.84,100.00,599,16:32:12
98.68,100.00,599,16:32:13
98.57,100.00,599,16:32:14
98.65,100.00,599,16:32:15
98.65,100.00,599,16:32:16
98.65,100.00,599,16:32:17
98.65,100.00,599,16:32:18
99.00,100.00,599,16:32:19
99.00,100.00,599,16:32:20
99.47,100.00,599,16:32:21
99.47,100.00,599,16:32:22
99.85,100.00,599,16:32:23
100.04,100.00,599,16:32:24
100.04,100.00,602,16:32:25
100.24,100.00,602,16:32:26
100.24,100.00,602,16:32:27
100.24,100.00,602,16:32:28
100.24,100.00,602,16:32:29
100.24,100.00,602,16:32:30
100.24,100.00,602,16:32:31
100.24,100.00,602,16:32:32
100.24,100.00,602,16:32:33
100.24,100.00,602,16:32:34
100.24,100.00,602,16:32:35
100.24,100.00,602,16:32:36
100.24,100.00,602,16:32:37
100.24,100.00,602,16:32:38
100.24,100.00,602,16:32:39
100.24,100.00,602,16:32:40
100.24,100.00,602,16:32:41
100.24,100.00,602,16:32:42
100.24,100.00,602,16:32:43
100.24,100.00,602,16:32:44
100.24,100.00,602,16:32:45
100.24,100.00,602,16:32:46
100.24,100.00,602,16:32:47
100.24,100.00,602,16:32:48
100.24,100.00,602,16:32:49
100.24,100.00,602,16:32:50
100.24,100.00,602,16:32:51
100.24,100.00,602,16:32:52
100.24,100.00,602,16:32:53
100.24,100.00,602,16:32:54
100.24,100.00,602,16:32:55
100.24,100.00,602,16:32:56
100.24,100.00,602,16:32:57
100.24,100.00,602,16:32:58
100.24,100.00,602,16:32:59
100.24,100.00,602,16:33:00
100.24,100.00,602,16:33:01
100.24,100.00,602,16:33:02
100.24,100.00,602,16:33:03
100.24,100.00,602,16:33:04
100.24,100.00,602,16:33:05
100.24,100.00,602,16:33:06
100.24,100.00,602,16:33:07
100.24,100.00,602,16:33:08
100.24,100.00,602,16:33:09
99.28,100.00,602,16:33:10
99.24,100.00,599,16:33:11
99.28,100.00,599,16:33:12
99.18,100.00,599,16:33:13
99.18,100.00,599,16:33:14
99.41,100.00,599,16:33:15
99.41,100.00,599,16:33:16
99.78,100.00,599,16:33:17
99.78,100.00,602,16:33:18
100.09,100.00,602,16:33:19
100.09,100.00,602,16:33:20
100.24,100.00,602,16:33:21
100.27,100.00,602,16:33:22
100.26,100.00,602,16:33:23
100.26,100.00,602,16:33:24
100.23,100.00,602,16:33:25
100.23,100.00,602,16:33:26
100.18,100.00,602,16:33:27
100.18,100.00,602,16:33:28
100.19,100.00,602,16:33:29
100.19,100.00,602,16:33:30
100.23,100.00,602,16:33:31
100.23,100.00,602,16:33:32
100.22,100.00,602,16:33:33
100.22,100.00,602,16:33:34
100.25,100.00,602,16:33:35
100.25,100.00,602,16:33:36
100.27,100.00,602,16:33:37
100.27,100.00,602,16:33:38
100.31,100.00,602,16:33:39
100.31,100.00,602,16:33:40
